ID,temperature_2m_°C,relative_humidity_2m_%,dew_point_2m_°C,apparent_temperature_°C,precipitation_mm,pressure_msl_hPa,surface_pressure_hPa,cloud_cover_%,cloud_cover_low_%,cloud_cover_mid_%,cloud_cover_high_%,vapour_pressure_deficit_kPa,wind_speed_10m_km/h,wind_speed_100m_km/h,wind_direction_10m_°,wind_direction_100m_°,wind_gusts_10m_km/h,soil_temperature_0_to_7cm_°C,soil_temperature_7_to_28cm_°C,soil_temperature_28_to_100cm_°C,soil_temperature_100_to_255cm_°C,soil_moisture_0_to_7cm_m/m,soil_moisture_7_to_28cm_m/m,soil_moisture_28_to_100cm_m/m,soil_moisture_100_to_255cm_m/m,shortwave_radiation_W/m,direct_radiation_W/m,diffuse_radiation_W/m,direct_normal_irradiance_W/m,global_tilted_irradiance_W/m,terrestrial_radiation_W/m,is_day_,sunshine_duration_s,electricity_shutdown,hour,day,month,year,day_of_week
529,23.6,88.0,21.4,26.9,0.0,1009.8,985.7,42.0,7.5,4.0,100,0.35,8.6,15.5,327.0,316.0,17.6,23.5,25.0,25.0,25.4,0.285,0.283,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,0,23,1,2022,6
530,23.4,88.0,21.2,26.6,0.0,1009.3,985.25,44.0,12.0,6.0,100,0.34,9.2,14.6,333.0,322.0,14.4,23.3,24.8,25.0,25.4,0.284,0.283,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,1,23,1,2022,6
531,23.2,88.0,21.2,26.4,0.0,1008.9,984.8,46.0,12.0,8.0,100,0.35,9.8,16.9,332.0,326.0,15.3,23.2,24.7,25.0,25.4,0.282,0.282,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,2,23,1,2022,6
532,23.0,89.0,21.0,26.2,0.0,1008.9,984.8,58.0,20.0,39.5,100,0.32,8.2,15.1,331.0,322.0,16.2,23.0,24.6,25.0,25.4,0.281,0.282,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,3,23,1,2022,6
533,22.7,89.0,20.9,26.1,0.0,1009.5,985.4,90.0,19.0,71.0,100,0.3,6.3999999999999995,12.8,328.0,320.0,14.0,22.9,24.5,25.0,25.4,0.28,0.282,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,4,23,1,2022,6
534,22.4,91.0,20.9,26.1,0.0,1009.8,985.7666666666667,100.0,39.0,54.66666666666667,100,0.25,4.6,9.4,325.3333333333333,310.0,13.066666666666666,22.8,24.3,25.0,25.4,0.279,0.282,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,5,23,1,2022,6
535,22.8,89.0,20.9,26.5,0.1,1010.5,986.1333333333333,100.0,30.0,38.333333333333336,99,0.31,4.8,11.2,322.6666666666667,315.0,12.133333333333333,22.7,24.2,25.0,25.4,0.279,0.281,0.247,0.298,4,0,4,0.0,4,49.6,1,0.0,0.0,6,23,1,2022,6
536,24.55,83.0,22.2,29.0,0.0,1010.4,986.5,88.0,19.0,22.0,93,0.53,8.9,14.4,320.0,323.0,11.2,24.0,24.3,25.0,25.4,0.276,0.281,0.247,0.298,71,22,49,106.9,71,290.6,1,1407.26,0.0,7,23,1,2022,6
537,26.3,80.0,22.5,30.0,0.0,1010.8,986.9,76.0,14.0,56.0,100,0.7,10.4,14.0,304.0,305.0,21.2,25.0,24.3,25.0,25.4,0.275,0.281,0.247,0.298,339,218,121,498.0,339,618.1,1,3600.0,0.0,8,23,1,2022,6
538,26.96666666666667,77.0,22.8,30.8,0.0,1010.7,986.9,80.0,20.0,47.0,100,0.81,11.4,14.5,281.0,284.0,23.2,26.1,24.4,25.0,25.4,0.273,0.28,0.247,0.298,486,300,186,466.6,486,907.8,1,3600.0,0.0,9,23,1,2022,6
539,27.633333333333333,76.0,22.8,31.0,0.5,1010.4,986.6,84.0,29.0,47.0,100,0.88,12.3,15.6,277.0,278.0,25.2,26.8,24.6,25.0,25.4,0.274,0.279,0.247,0.298,532,306,226,379.0,532,1140.0,1,3600.0,0.0,10,23,1,2022,6
540,28.3,73.0,22.9,32.8,0.2,1009.7,986.0,67.0,25.0,31.5,96,1.05,13.8,17.9,277.0,279.0,28.1,27.8,24.9,25.0,25.4,0.272,0.278,0.247,0.298,745,436,309,474.0,745,1298.8,1,3600.0,0.0,11,23,1,2022,6
541,28.7,71.0,22.9,33.0,0.1,1008.9,985.3,65.66666666666667,33.0,16.0,96,1.14,14.8,19.1,267.0,270.0,29.2,28.4,25.1,25.0,25.4,0.269,0.276,0.247,0.298,730,440,290,452.3,730,1373.5,1,3600.0,0.0,12,23,1,2022,6
542,28.3,73.0,23.1,32.9,1.05,1008.1,984.4,64.33333333333333,41.0,15.5,100,1.03,13.2,18.8,261.0,263.0,33.5,28.8,25.4,25.0,25.4,0.269,0.275,0.247,0.298,752,421,331,437.4,752,1358.9,1,3600.0,0.0,13,23,1,2022,6
543,27.6,81.0,24.0,32.0,2.0,1007.7,984.0,63.0,27.0,15.0,100,0.7,11.6,15.0,263.0,246.0,32.0,28.3,25.7,25.0,25.4,0.287,0.275,0.246,0.298,466,145,321,163.0,466,1215.35,1,3090.19,0.0,14,23,1,2022,6
544,26.5,82.0,23.3,31.1,5.1,1007.5,983.7,55.0,25.0,4.0,100,0.61,7.6,10.1,265.0,268.0,29.5,27.5,25.8,25.0,25.4,0.332,0.281,0.246,0.298,311,41,270,54.0,311,1071.8,1,0.0,0.0,15,23,1,2022,6
545,26.0,82.0,22.6,29.9,0.8,1007.8,984.0,85.0,48.0,19.0,100,0.61,8.7,12.8,261.0,259.0,18.7,26.6,25.9,25.0,25.4,0.324,0.286,0.246,0.298,160,2,158,3.4,160,818.9,1,0.0,0.0,16,23,1,2022,6
546,25.35,87.0,22.9,29.3,0.0,1008.6,984.7,100.0,56.0,33.0,100,0.43,9.8,15.1,294.0,288.0,17.3,26.0,25.9,25.0,25.4,0.315,0.288,0.247,0.298,110,5,105,13.7,110,514.4,1,0.0,0.0,17,23,1,2022,6
547,24.7,88.0,22.5,28.3,0.0,1008.8,984.8,56.0,19.0,15.0,100,0.39,10.0,18.3,315.0,313.0,18.75,25.4,25.9,25.0,25.4,0.308,0.29,0.247,0.298,31,0,31,0.0,31,257.2,1,0.0,0.0,18,23,1,2022,6
548,24.8,88.0,22.6,28.6,0.0,1009.6,985.6,51.0,15.0,13.0,100,0.38,10.2,17.8,324.0,313.0,20.2,26.2,26.0,25.0,25.4,0.286,0.269,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,19,23,1,2022,6
549,24.7,87.0,22.4,28.2,0.0,1009.9,985.9,64.0,24.5,22.0,100,0.4,10.4,18.9,320.0,309.0,19.299999999999997,25.4,25.9,25.0,25.4,0.284,0.269,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,20,23,1,2022,6
550,24.5,87.0,22.2,28.0,0.0,1010.1,986.1,71.0,34.0,26.5,100,0.41000000000000003,10.6,18.1,325.0,305.0,18.4,24.9,25.9,25.0,25.4,0.282,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,21,23,1,2022,6
551,24.2,86.0,21.8,27.4,0.0,1010.3,986.3,67.0,20.0,31.0,100,0.42,11.2,19.1,328.0,313.0,19.1,24.5,25.7,25.0,25.4,0.28,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,22,23,1,2022,6
552,24.3,84.0,21.5,27.3,0.0,1009.9,985.9,62.0,24.5,50.0,100,0.47,11.8,19.6,329.0,311.5,19.25,24.3,25.6,25.0,25.4,0.278,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,23,23,1,2022,6
553,24.200000000000003,85.0,21.6,27.3,0.0,1009.3,985.3,57.0,29.0,1.0,100,0.46,11.8,20.2,322.0,310.0,19.4,24.2,25.5,25.0,25.4,0.276,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,0,24,1,2022,0
554,24.1,86.0,21.6,27.1,0.0,1009.0,985.0,68.0,40.0,3.0,100,0.42500000000000004,11.3,19.4,323.0,310.0,19.4,24.1,25.4,25.1,25.4,0.275,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,1,24,1,2022,0
555,23.9,87.0,21.5,26.9,0.0,1008.4,984.4,64.33333333333333,23.0,10.0,100,0.39,11.5,19.7,319.0,310.0,19.6,24.0,25.2,25.1,25.4,0.274,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,2,24,1,2022,0
556,23.8,87.0,21.5,26.7,0.0,1008.1,984.1,60.666666666666664,21.0,1.0,100,0.38,11.15,20.2,321.0,309.0,19.8,23.9,25.1,25.1,25.4,0.273,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,3,24,1,2022,0
557,23.6,87.5,21.5,26.7,0.0,1007.8,983.8,57.0,30.0,0.0,100,0.35,10.8,18.9,323.0,309.0,19.8,23.8,25.0,25.1,25.4,0.272,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,4,24,1,2022,0
558,24.25,88.0,21.5,26.6,0.0,1008.1,984.1,100.0,100.0,2.0,99,0.36,11.8,20.1,322.0,313.0,20.9,23.7,24.9,25.1,25.4,0.271,0.27,0.247,0.298,0,0,0,0.0,0,0.0,0,0.0,0.0,5,24,1,2022,0
559,24.9,88.0,21.7,26.7,0.0,1008.5,984.5,88.0,64.0,1.0,100,0.37,13.3,22.4,322.0,315.0,22.0,23.7,24.8,25.1,25.4,0.27,0.27,0.247,0.298,4,1,3,12.8,4,48.6,1,0.0,0.0,6,24,1,2022,0
560,25.55,86.0,22.5,28.2,0.0,1009.2,985.3,34.0,4.0,0.0,100,0.53,14.5,23.2,318.0,313.0,25.95,24.7,24.8,25.1,25.4,0.268,0.27,0.247,0.298,105,48,57,234.7,105,288.8,1,3600.0,0.0,7,24,1,2022,0
561,26.2,80.0,22.5,29.1,0.0,1009.4,985.6,53.0,25.5,0.0,100,0.69,16.0,22.2,306.0,306.0,29.9,25.4,24.9,25.1,25.4,0.266,0.269,0.247,0.298,347,202,145,462.4,347,616.8,1,3600.0,0.0,8,24,1,2022,0
562,26.925,75.0,22.4,30.2,0.0,1009.3,985.5,72.0,47.0,0.0,99,0.9,15.0,19.6,291.5,283.0,31.0,26.5,25.0,25.1,25.4,0.264,0.268,0.247,0.298,567,412,155,641.3,567,907.0,1,3600.0,0.0,9,24,1,2022,0
563,27.65,73.0,22.6,31.6,0.2,1008.8,985.1,62.0,24.0,41.0,54,1.01,14.2,18.9,277.0,279.0,31.933333333333334,27.4,25.1,25.1,25.4,0.263,0.267,0.246,0.298,650,409,241,506.6,650,1103.1,1,3600.0,0.0,10,24,1,2022,0
564,28.375,71.0,22.4,31.9,0.3,1008.5,984.8,60.5,19.0,13.0,96,1.13,14.8,19.5,271.0,274.0,32.86666666666667,28.0,25.3,25.1,25.4,0.262,0.266,0.246,0.297,681,425,256,461.8,681,1299.2,1,3600.0,0.0,11,24,1,2022,0
565,29.1,67.0,22.4,33.8,0.2,1007.9,984.3,59.0,22.0,16.0,100,1.22,16.8,22.2,260.0,262.0,33.8,29.0,25.6,25.1,25.4,0.26,0.265,0.246,0.297,947,733,214,753.0,947,1374.3,1,3600.0,0.0,12,24,1,2022,0
566,28.75,67.0,22.4,33.0,0.2,1007.3,983.7,59.0,24.0,22.0,94,1.31,18.2,24.2,252.0,252.0,35.6,29.4,25.9,25.1,25.4,0.258,0.263,0.246,0.297,851,666,185,691.3,851,1360.0,1,3600.0,0.0,13,24,1,2022,0
567,28.4,69.0,22.6,32.6,0.1,1006.9,983.1500000000001,59.0,26.0,10.0,100,1.24,18.9,25.2,257.0,256.0,37.4,29.6,26.2,25.1,25.4,0.255,0.262,0.245,0.297,793,579,214,650.1,793,1257.3,1,3600.0,0.0,14,24,1,2022,0
568,28.05,70.0,22.6,31.7,0.1,1006.2,982.6,50.0,21.0,1.0,100,1.17,18.5,24.9,252.5,250.0,36.4,29.5,26.4,25.1,25.4,0.252,0.261,0.245,0.297,667,467,200,614.3,667,1073.2,1,3600.0,0.0,15,24,1,2022,0
569,27.7,74.33333333333333,22.8,30.7,0.1,1006.2,982.5,50.0,22.0,0.5,97,0.96,16.6,22.8,248.0,251.0,35.3,29.0,26.6,25.1,25.4,0.251,0.26,0.245,0.297,474,324,150,557.7,474,820.2,1,3600.0,0.0,16,24,1,2022,0
570,26.9,78.66666666666667,22.9,30.4,0.2,1006.7,983.0,49.0,23.0,0.0,94,0.75,13.5,20.0,254.0,252.0,31.3,28.2,26.7,25.1,25.4,0.252,0.259,0.245,0.297,281,186,95,509.4,281,515.5,1,3600.0,0.0,17,24,1,2022,0
571,26.48333333333333,83.0,22.4,29.4,0.13333333333333336,1007.2,983.4,38.5,22.0,0.0,100,0.57,9.4,18.1,270.0,265.0,23.8,27.2,26.8,25.1,25.4,0.251,0.259,0.244,0.297,70,36,34,223.6,70,179.9,1,2609.6,0.0,18,24,1,2022,0
572,26.066666666666666,84.0,22.2,28.8,0.06666666666666668,1008.1,984.2,28.0,16.333333333333332,0.0,56,0.52,9.9,18.2,303.0,288.0,16.9,27.5,26.6,25.1,25.4,0.244,0.259,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,19,24,1,2022,0
573,25.65,83.0,22.1,28.4,0.0,1008.4,984.5,30.0,10.666666666666666,1.0,48,0.53,12.3,20.4,320.0,299.0,20.15,26.6,26.6,25.1,25.4,0.244,0.259,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,20,24,1,2022,0
574,25.23333333333333,83.0,21.8,27.7,0.0,1008.5,984.6,32.0,5.0,0.0,93,0.55,14.5,23.8,325.0,310.0,23.4,26.0,26.6,25.2,25.4,0.244,0.259,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,21,24,1,2022,0
575,24.816666666666666,81.0,21.3,27.0,0.0,1008.7,984.8,34.0,4.0,1.0,98,0.59,13.9,25.6,323.6666666666667,321.0,25.9,25.6,26.5,25.2,25.4,0.243,0.259,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,22,24,1,2022,0
576,24.4,83.0,21.2,27.0,0.0,1008.6,984.6,49.0,34.0,0.0,99,0.53,13.3,23.7,322.3333333333333,313.0,24.8,25.2,26.3,25.2,25.4,0.243,0.258,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,23,24,1,2022,0
577,24.275,84.0,21.3,27.1,0.0,1008.1,984.1,64.0,35.0,5.0,100,0.5,13.15,22.9,321.0,312.0,22.0,24.9,26.2,25.2,25.4,0.243,0.258,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,0,25,1,2022,1
578,24.15,83.0,21.1,26.7,0.0,1007.6,983.6,54.0,49.5,2.0,100,0.46499999999999997,13.0,23.6,316.0,309.0,21.6,24.7,26.1,25.2,25.4,0.243,0.258,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,1,25,1,2022,1
579,24.025,85.0,21.0,26.2,0.0,1007.4,983.4,49.0,64.0,9.0,99,0.43,12.5,22.0,321.0,311.0,21.6,24.5,25.9,25.2,25.4,0.243,0.257,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,2,25,1,2022,1
580,23.9,83.0,20.8,26.1,0.0,1007.4,983.4,44.0,13.0,6.0,100,0.51,13.8,23.4,321.0,313.0,22.7,24.4,25.8,25.2,25.4,0.243,0.257,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,3,25,1,2022,1
581,23.9,83.0,20.7,26.1,0.0,1007.4,983.4,39.0,16.0,3.0,100,0.52,14.350000000000001,24.2,324.0,318.0,22.875,24.3,25.7,25.2,25.4,0.243,0.257,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,4,25,1,2022,1
582,23.7,84.0,20.8,25.9,0.0,1007.6,983.6,46.0,19.0,0.0,98,0.47,14.9,25.7,323.0,318.0,23.049999999999997,24.2,25.5,25.2,25.4,0.243,0.257,0.243,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,5,25,1,2022,1
583,24.549999999999997,84.0,20.9,26.1,0.0,1007.9,983.9,46.0,12.0,4.5,100,0.48,14.1,24.7,316.0,313.0,23.224999999999998,24.1,25.4,25.2,25.4,0.243,0.256,0.243,0.297,6,1,5,12.9,6,47.6,1,0.0,0.0,6,25,1,2022,1
584,25.4,82.0,22.1,28.8,0.0,1008.8,984.9,42.0,5.0,9.0,100,0.59,10.7,18.2,309.0,309.0,23.4,25.2,25.3,25.2,25.4,0.244,0.256,0.242,0.297,145,85,60,418.1,145,287.0,1,3600.0,0.0,7,25,1,2022,1
585,26.03333333333333,76.0,22.2,30.6,0.0,1009.2,985.4,38.0,4.0,7.0,100,0.86,8.9,12.4,302.0,306.0,19.1,26.0,25.4,25.2,25.4,0.242,0.256,0.242,0.297,354,244,110,559.6,354,615.5,1,3600.0,0.0,8,25,1,2022,1
586,26.666666666666668,73.0,22.6,31.6,0.1,1009.2,985.5,48.0,15.0,17.5,100,0.84,11.8,15.0,282.0,287.0,23.4,27.2,25.5,25.2,25.4,0.241,0.255,0.242,0.297,583,464,119,722.6,583,906.3,1,3600.0,0.0,9,25,1,2022,1
587,27.3,77.0,23.0,31.5,1.1,1009.0,985.2,78.0,35.0,28.0,100,0.82,14.8,21.0,273.0,275.0,36.7,28.0,25.6,25.2,25.4,0.249,0.254,0.242,0.297,734,574,160,710.9,734,1139.6,1,3600.0,0.0,10,25,1,2022,1
588,27.9,74.0,22.8,31.5,0.6,1008.7,985.0,67.0,22.0,29.0,100,0.915,17.8,23.1,263.0,266.0,40.7,28.5,25.8,25.2,25.4,0.252,0.253,0.241,0.297,708,460,248,499.6,708,1299.5,1,3600.0,0.0,11,25,1,2022,1
589,28.6,74.0,23.5,34.1,1.2,1007.9,984.25,62.0,26.0,15.0,98,1.01,15.2,17.7,280.0,283.0,39.6,29.1,26.1,25.2,25.4,0.261,0.253,0.241,0.297,859,584,275,599.5,859,1330.3,1,3600.0,0.0,12,25,1,2022,1
590,28.6,76.0,23.8,34.3,1.3,1007.1,983.5,41.0,49.66666666666667,13.0,100,0.96,12.6,16.6,290.0,292.0,35.6,29.3,26.3,25.2,25.4,0.27,0.252,0.241,0.297,826,541,285,561.0,826,1361.1,1,3600.0,0.0,13,25,1,2022,1
591,28.6,76.0,24.0,33.6,0.0,1006.3,982.7,63.0,73.33333333333334,3.0,100,0.93,14.0,17.6,269.0,270.0,37.1,29.6,26.5,25.2,25.4,0.266,0.252,0.241,0.297,721,459,262,514.7,721,1258.6,1,3600.0,0.0,14,25,1,2022,1
592,27.0,83.0,23.9,30.8,1.5,1006.5,982.8,100.0,97.0,15.0,100,0.6,15.5,20.5,270.0,273.0,36.4,28.8,26.7,25.2,25.4,0.279,0.252,0.2405,0.297,343,56,287,73.6,343,1074.5,1,406.68,0.0,15,25,1,2022,1
593,26.333333333333332,79.0,22.3,29.5,0.6,1006.5,982.7,100.0,68.0,63.0,100,0.7,12.2,16.4,284.0,285.0,34.2,27.9,26.8,25.3,25.4,0.28,0.252,0.24,0.297,249,78,171,134.0,249,821.4,1,2003.3400000000001,0.0,16,25,1,2022,1
594,25.666666666666668,85.0,23.2,29.8,0.44999999999999996,1006.7,982.9,66.0,28.0,38.0,100,0.51,9.766666666666666,17.4,288.0,292.0,28.4,27.2,26.8,25.3,25.4,0.278,0.253,0.24,0.297,222,94,128,256.9,222,516.5,1,3600.0,0.0,17,25,1,2022,1
595,25.0,88.0,22.8,29.3,0.3,1007.0,983.1,49.5,27.0,13.0,100,0.38,7.333333333333333,14.8,293.0,296.0,25.6,26.3,26.8,25.3,25.4,0.277,0.254,0.24,0.297,69,25,44,155.0,69,180.5,1,2069.93,0.0,18,25,1,2022,1
596,24.3,89.0,22.3,28.6,0.15,1007.8,983.8,33.0,16.0,11.5,99,0.34,4.9,11.6,306.0,286.0,17.5,25.3,26.5,25.3,25.4,0.275,0.253,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,19,25,1,2022,1
597,23.6,89.0,21.7,27.6,0.0,1008.2,984.2,40.0,5.0,10.0,100,0.32,5.65,13.8,325.0,297.5,9.4,24.7,26.4,25.3,25.4,0.273,0.253,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,20,25,1,2022,1
598,23.3,87.0,21.4,27.4,0.0,1008.8,984.8,48.0,11.0,14.5,100,0.38,6.4,14.8,308.0,309.0,10.4,24.3,26.2,25.3,25.4,0.271,0.254,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,21,25,1,2022,1
599,23.0,91.0,21.4,26.9,0.0,1009.1,985.0,56.0,17.0,19.0,99,0.25,5.1,11.4,309.0,298.0,10.1,24.0,26.0,25.3,25.4,0.27,0.254,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,22,25,1,2022,1
600,23.033333333333335,87.0,21.4,27.1,0.0,1009.1,985.1,66.0,12.0,22.0,100,0.37,8.2,17.1,322.0,314.0,13.7,23.8,25.8,25.3,25.4,0.268,0.254,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,23,25,1,2022,1
601,23.066666666666666,88.0,21.5,27.3,0.0,1008.6,984.6,76.0,45.0,9.0,100,0.36,7.4,16.1,313.0,309.0,12.95,23.7,25.6,25.3,25.4,0.267,0.255,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,0,26,1,2022,2
602,23.1,90.0,21.4,26.7,0.0,1008.4,984.3,56.0,18.0,17.0,100,0.29,7.1,16.1,319.0,312.0,12.2,23.5,25.5,25.3,25.4,0.266,0.255,0.239,0.297,0,0,0,0.0,0,0.0,0,0.0,0.0,1,26,1,2022,2
603,23.360000000000003,91.0,21.2,26.5,0.0,1008.2,984.1,76.0,21.0,43.0,100,0.25,5.6,14.7,305.0,306.0,13.0,23.3,25.3,25.3,25.4,0.265,0.255,0.239,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,2,26,1,2022,2
604,23.62,92.0,21.1,26.2,0.0,1008.2,984.1,67.0,24.0,26.0,100,0.22,5.0,13.2,291.0,293.0,9.4,23.2,25.1,25.3,25.4,0.264,0.255,0.238,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,3,26,1,2022,2
605,23.880000000000003,93.0,20.6,25.0,0.0,1008.4,984.25,55.0,1.0,40.0,100,0.17,2.9,9.9,299.0,280.0,9.4,22.9,25.0,25.3,25.4,0.263,0.255,0.238,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,4,26,1,2022,2
606,24.14,85.0,20.6,27.5,0.0,1008.4,984.4,31.0,1.0,0.0,100,0.44,0.8,2.9,63.0,277.0,9.133333333333333,22.6,24.8,25.3,25.4,0.262,0.255,0.238,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,5,26,1,2022,2
607,24.400000000000002,90.0,20.3,25.2,0.0,1008.8,984.6,27.25,0.0,2.0,100,0.25,5.4,7.1,360.0,330.0,8.866666666666667,22.4,24.6,25.3,25.4,0.261,0.255,0.238,0.296,6,1,5,13.1,6,46.6,1,0.0,0.0,6,26,1,2022,2
608,24.66,85.0,22.1,29.4,0.0,1009.3,985.3,23.5,1.0,2.0,100,0.46,2.4,3.6,117.0,84.0,8.6,24.2,24.6,25.3,25.4,0.26,0.255,0.238,0.296,134,66,68,326.5,134,285.2,1,3600.0,0.0,7,26,1,2022,2
609,24.92,82.0,22.7,30.9,0.0,1010.1,986.2,19.75,1.0,0.0,61,0.62,3.2,4.3,297.0,312.0,11.2,25.5,24.6,25.3,25.4,0.259,0.255,0.238,0.296,368,264,104,606.5,368,614.3,1,3600.0,0.0,8,26,1,2022,2
610,25.18,73.0,22.5,32.4,0.0,1009.5,985.8,16.0,3.0,0.0,44,1.01,6.6,8.4,279.0,294.5,16.9,26.9,24.8,25.3,25.4,0.256,0.254,0.238,0.296,610,506,104,788.5,610,905.6,1,3600.0,0.0,9,26,1,2022,2
611,25.44,70.0,22.8,33.9,0.0,1009.0,985.4,40.0,10.0,1.3333333333333333,97,1.19,8.95,12.3,271.0,277.0,26.3,28.0,25.0,25.3,25.4,0.253,0.253,0.237,0.296,737,598,139,740.6,737,1139.5,1,3600.0,0.0,10,26,1,2022,2
612,25.7,69.0,23.3,35.5,0.0,1008.6,985.0,39.0,10.0,2.6666666666666665,99,1.29,11.3,14.4,263.0,265.0,29.9,29.1,25.3,25.3,25.4,0.25,0.252,0.23666666666666666,0.296,878,707,171,767.6,878,1299.8,1,3600.0,0.0,11,26,1,2022,2
613,25.96,70.0,24.0,37.0,0.0,1007.6,984.1,38.0,7.0,4.0,99,1.29,12.0,15.0,249.0,253.0,32.0,30.1,25.7,25.3,25.4,0.246,0.25,0.2363333333333333,0.296,1000,832,168,853.4,1000,1331.0,1,3600.0,0.0,12,26,1,2022,2
614,26.22,86.0,23.5,31.0,6.0,1008.0,984.2,100.0,82.0,6.0,100,0.46,14.1,18.9,276.0,278.0,37.1,29.7,26.0,25.3,25.4,0.313,0.251,0.236,0.296,788,525,263,543.9,788,1362.2,1,3600.0,0.0,13,26,1,2022,2
615,26.48,78.0,23.1,31.4,0.8,1007.3,983.6,100.0,58.0,60.0,100,0.78,9.3,11.6,257.0,265.0,28.4,28.5,26.2,25.3,25.4,0.309,0.254,0.236,0.296,350,54,296,60.5,350,1259.8,1,14.52,0.0,14,26,1,2022,2
616,26.740000000000002,85.0,23.9,32.0,0.9,1007.4,983.6,93.0,59.0,17.0,100,0.53,6.5,8.0,304.0,306.0,28.4,28.5,26.4,25.3,25.4,0.306,0.257,0.236,0.296,588,286,302,375.1,588,1075.8,1,3600.0,0.0,15,26,1,2022,2
617,27.0,82.0,23.8,32.0,0.0,1006.9,983.2,68.0,43.5,12.0,100,0.63,8.35,8.7,279.0,287.0,21.2,28.0,26.5,25.3,25.4,0.298,0.259,0.236,0.296,279,72,207,123.5,279,822.6,1,1905.24,0.0,16,26,1,2022,2
618,25.1,89.0,23.1,29.2,1.4,1007.6,983.7,81.0,28.0,43.0,99,0.36,10.2,15.2,262.0,263.0,23.8,26.9,26.6,25.3,25.4,0.304,0.261,0.236,0.296,133,11,122,30.0,133,501.85,1,0.0,0.0,17,26,1,2022,2
619,24.6,89.0,22.7,28.4,0.1,1008.4,984.4,100.0,100.0,28.0,100,0.285,10.4,17.7,284.0,282.0,23.6,25.9,26.5,25.3,25.4,0.299,0.263,0.236,0.296,45,7,38,43.3,45,181.1,1,0.0,0.0,18,26,1,2022,2
620,24.5,91.0,23.3,29.4,0.05,1008.6,984.6,80.5,12.0,13.0,100,0.21,5.2,11.9,304.0,291.5,23.4,26.2,26.4,25.4,25.4,0.304,0.288,0.236,0.296,0,0,0,0.0,0,90.55,0,0.0,0.0,19,26,1,2022,2
621,24.05,93.0,22.9,28.8,0.0,1008.9,984.9,61.0,15.5,15.0,100,0.22,5.6,12.6,315.0,301.0,21.0,25.4,26.3,25.4,25.4,0.3,0.289,0.236,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,20,26,1,2022,2
622,23.6,93.0,22.4,28.1,0.0,1009.9,985.8,58.0,19.0,34.5,100,0.2,4.8,11.3,283.0,279.0,18.599999999999998,24.9,26.2,25.4,25.4,0.297,0.289,0.236,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,21,26,1,2022,2
623,22.8,97.0,22.3,27.6,0.05,1010.4,986.3,100.0,69.0,54.0,100,0.08,2.4,7.1,333.0,319.0,16.2,24.4,26.0,25.4,25.4,0.298,0.289,0.236,0.296,0,0,0,0.0,0,0.0,0,0.0,0.0,22,26,1,2022,2
